sentence,year,label,pred_label
"For example, we have used some of our work to look at interest rate risk and interest rate sensitivity and, you know, found generally that banks can also sustain a significant increase in long-term interest rates as well for a number of reasons, one of them being that higher interest rates increase their franchise value because it increases their net interest margin over time.",2021,2,1
"We heard anecdotes today in the meeting about firms that might be government contractors that were, you know, not sure about whether the contracts would still be in place come January and making employment decisions based on that.",2019,2,2
"So there’s been a number of emerging markets—as you know, we’re suffering under the weight of declines in oil prices that are affecting their economic activity.",2021,2,0
"You’ll never get inflation to 2 percent.” Some of our critics now who say inflation’s too tight—too high were the same ones who were saying, “You’ll never get to 2 percent.” Well, but anyway, that’s what happened.",2014,2,1
"By the way, we’re also not at maximum employment, as I mentioned.",2017,0,2
"So I, you know, I’m—I feel quite comfortable that we can—in particular, that we can raise interest rates at the appropriate time, even if the balance sheet remains large for an extended period.",2020,1,1
"And that is a statement about productivity growth, which has been pretty disappointing.",2020,1,2
"But I think that that’s a prudent move, to move in a gradual way to remove Chair Yellen’s Press Conference FINAL accommodation, with unemployment now—and not only, I should say, the unemployment rate, but I think any indicator of labor market performance and tightness that you could look at, whether it’s household perceptions of the availability of jobs, difficulty that firms report in hiring workers, the rate at which workers are quitting their jobs, the rate of job openings, all of these indicators do signal a tight labor market.",2011,1,2
"We have a much more resilient, stronger banking system, and we’re not seeing some worrisome buildup in leverage or credit growth at successive levels.1 So, you know, this is something that the FOMC pays attention to, but if you ask me, is this a significant factor shaping monetary policy now, well, it’s on the list of risks, it’s not a major—it’s not a major factor.",2015,1,0
"Now, members of the Committee have different views about why this is likely to be true, that the funds rate—when the labor market is normalized and inflation is back to our objective—they maybe have slightly different views on exactly why it’s likely to be the case that interest rates will be a little lower than they would in the longer run.",2014,0,0
"And, at a high level, yes, I would say, and I’ve said before, that it’s really fiscal policy that is more powerful and that has much more to do with—fiscal policy can do those things that will increase the longer-run growth rate of the United States by improving productivity and labor force September 18, 2019 participation and the skills and aptitudes of workers.",2011,2,0
"When, when you get to—in, in the forecast, all of that, you know, supply and demand sides of the economy adapt.",2019,2,2
"And as I mentioned, I think at the last press conference, estimates by the—by members of the Committee have moved down by a full percentage point since maybe 2012 as we’ve learned—as unemployment has dropped and inflation hasn’t really reacted.",2013,2,0
"Well, our policy approach doesn’t involve intentionally trying to raise inflation.",2020,1,1
"In other cases, it’s pretty clear that inflation has spread more broadly across services.",2013,1,2
It isn’t the kind of inflation that’s spread broadly across the economy.,2021,1,2
"You know, we’re, we’re—inflation measures are always going to be a bit volatile.",2014,2,2
"But, first, on inflation expectations, it is true that the breakevens from the inflation-adjusted—inflation-indexed bonds have come down.",2022,0,2
So let me start with the question pertaining to exchange rates.,2019,2,2
I think that keeping interest rates low is still appropriate for our economy.,2015,0,0
That’s probably related to gas prices and also just stock prices to some extent for other people.,2016,2,2
"You know, it’s interest rates, it’s risk spreads, it’s currency, it’s the stock market, it’s credit availability, it’s many, many factors.",2019,2,2
"The Committee, based on its assessment at each meeting, has felt comfortable saying that, based on its assessment of those factors, it considers that it will be likely appropriate to maintain the current target range for a considerable time after the asset purchase program ends, especially if inflation remains below the 2 percent objective.",2016,2,0
"With unemployment still elevated and inflation below the Committee’s longer-run objective, the Committee is continuing its highly accommodative policies.",2019,0,0
"So it’s a serious economic problem for the United States, but it’s—it’s got underlying causes that are not related to monetary policy or to our response to the pandemic.",2016,2,2
"These headwinds—which include developments abroad, subdued household formation, and meager productivity growth—could persist for some time.",2022,0,1
"That said, many of my colleagues and I would see a portion of the decline in the unemployment rate as perhaps not representing a diminution of slack in the labor market.",2016,1,0
"Also, the Committee will pay close attention to measures of inflation expectations to ensure that those expectations remain well anchored.",2018,1,0
And I’ll discuss the thinking behind today’s interest rate reduction and then turn to the path forward.,2019,0,2
"And it’s natural that if it can be employed that, just as monetary policy is doing a lot to try to June 15, 2016 stimulate growth, that fiscal policy should play a role.",2020,0,2
And one reason for that is that long-term interest rates generally embody two factors.,2011,2,2
"Now, with inflation below 2 percent, I think it’s appropriate that the labor market be that tight.",2021,0,0
"Inflation has declined further below our longer-run objective, largely reflecting the lower energy prices I just mentioned.",2012,0,0
"I’m more concerned about that than about the possibility, which exists, of higher inflation.",2020,2,1
"And I can only say qualitatively that the Committee will continue to look at the evolution of the outlook, try to assess whether unemployment is making sufficient progress towards our objectives, and, in particular, whether the recovery is still continuing.",2018,0,2
