sentence,year,label,pred_label
"another is the growing literature on the interaction of learning, inflation dynamics, and monetary policy.",2001,2,2
"If a range is selected, questions will arise about the differing implications of movements of inflation inside the range and outside the range and, in the absence of explicitly identifying the mid-point as the target, about where within the range policymakers would prefer inflation to gravitate.",2001,2,1
"Fourth, I will discuss the major findings of the review as codified in our new Statement on Longer-Run Goals and Monetary Policy Strategy and highlight some important policy implications that flow from them.",2008,2,0
"Notably, if people feel sure that inflation will remain well controlled, they will be more restrained in their wage-setting and pricing behavior, which (in something of a virtuous circle) makes it easier for the Federal Reserve to confirm their expectations by keeping inflation low.",2003,1,0
"As always, my colleagues on the FOMC and I will act to foster our dual objectives of price stability and sustainable economic growth.",2022,1,2
"For example, core CPI (consumer price inflation) prices fell 0.4 percent in April, the largest monthly decrease since the beginning of the series in 1957.",2004,0,0
"These productivity gains result from many forces, including business investment that has increased the amount and quality of capital available to the workforce, business process innovations, and the growth of innovative, research-intensive industries such as information technology and biotechnology.",2001,2,0
This is an example of offsetting the attenuation in the response to the output gap with a more aggressive response to inflation realizations.,2003,1,2
"That is, it was thought that by accepting a modest increase in the inflation rate, policy could achieve a permanently lower rate of unemployment.",2002,0,0
"I will focus my remarks today on the use of explicit forward guidance as a tool for monetary policy.1 Before I start, let me briefly discuss near-term monetary policy.",2001,2,2
We should first recognize that the form of the U.S. government is different than that of most inflation-targeting countries.,2003,2,2
"By definition, this excess of U.S. payments to foreigners over payments received in a given period equals the U.S. current account deficit, which, as I have already noted, was $666 billion in 2004--close to the $617 billion by which the value of U.S. imports exceeded that of exports.",2013,1,2
"It is important to note, however, that although sound policy undoubtedly helped create the conditions for growth, macroeconomic policy cannot create growth itself.",1999,2,2
"In my baseline view, while I do believe it will likely take some time for economic activity and the labor market to fully recover from the pandemic shock, I do project right now that the economy will begin to grow and that the unemployment rate will begin to decline starting in the second half of this year.",1999,0,0
This automatically pushes up domestic interest rates to support the currency.,2021,1,2
The boom was fueled by a sustained acceleration of productivity and an accompanying rise in corporate profits--fundamental changes that justified a major rise in equity prices.,2021,0,0
"But we are also searching for an absolute concept, the point of balance between supply and demand in the respective markets that divides excess demand from excess supply--in effect, the origin in a diagram relating inflation to excess demand and supply.",2006,2,2
"Palmer was a professor at Wharton, a fellow of the American Statistical Association, a worldwide expert on manpower and labor mobility, and a consultant with the Office of Statistical Standards.5 She argued that ""a single figure of unemployment, regardless of how it is defined or derived, is inadequate as a basis for selection among [policy] programs.",2007,2,0
"The early days of stabilization policy in the 1950s taught monetary policymakers not to attempt to offset what are likely to be temporary fluctuations in inflation.15 Indeed, responding may do more harm than good, particularly in an era where policy rates are much closer to the effective lower bound even in good times.",2004,0,0
The combination of a commitment to condition liftoff on the sustained achievement of our employment and inflation objectives with yield curve caps targeted at the same horizon has the potential to work well in many circumstances.,2005,2,2
Setting the horizon on the interest rate caps to reinforce forward guidance on the policy rate would augment the credibility of the yield curve caps and thereby diminish concerns about an open-ended balance sheet commitment.,2006,2,2
"This observation raises the question of why, in some cases, the putative productivity benefits of investments in new technologies do not occur until years after those investments are made.",2006,2,1
"Current Economic Situation and Outlook While the coronavirus (COVID-19) pandemic has taken a tragic human toll measured in terms of lives lost and suffering inflicted, as a direct result of the necessary public health policies put in place to mitigate and control the spread of the virus, the pandemic has also inflicted a heavy toll on the levels of activity and employment in the U.S. economy.",2020,0,2
"Besley, Meads and Surico's contribution is to ask whether certain characteristics of the policymakers matter for how they vote on the monetary policy committee.",2000,2,2
"The specific price-stability target of an inflation rate of 2 percent, as measured by the annual change in the price index for personal consumption expenditures, was announced as part of the Statement on Longer-Run Goals and Monetary Policy Strategy following the January 2012 Federal Open Market Committee (FOMC) meeting.",2001,2,0
"U.S. monetary policy responded to these global ""headwinds,"" helping stave off actual contractions of U.S. activity.",2000,0,2
"Median inflation in the nine countries likewise declined, averaging 9-1/2 percent in 1995-99 and 5 percent in 2000-04.Return to text 4.",2017,2,0
This monetary expansion could generate domestic inflation unless it is sterilized with other open market sales of securities--and the mere scale of present and expected future debt stocks may make continued sterilization impossible.,2006,1,2
"The shift in the stance of monetary policy that we undertook in 2019 was, I believe, well timed and has been providing support to the economy and helping to keep the U.S. outlook on track.",2017,2,2
"If, in their quest to reduce macroeconomic risk, policymakers overshoot and ease policy too much, they need to be willing to expeditiously remove at least part of that ease before inflationary pressures become a threat.",2019,1,0
"This lack of congressional momentum could be interpreted as lack of congressional support for inflation targeting, or it could merely reflect a more neutral absence of strong opinions.",2020,2,1
"Fast growth of productivity, by buoying expectations of future advances of wages and earnings and thus aggregate demand, enables real interest rates to be higher than would otherwise be the case without restricting economic growth.",2006,1,0
"While great uncertainty regarding the path of fiscal policy and its economic effects will remain for some time, with the economy getting closer to full employment, the prospect of a material increase in fiscal stimulus over a sustained period could reasonably be expected to shift somewhat greater probability toward stronger inflation outcomes.",2019,1,1
"Although the unemployment rate is around a 50-year low, wages are rising broadly in line with productivity growth and underlying inflation.",2004,1,0
Financial conditions continue to pose a downside risk to the outlook for growth.,2006,0,2
"For example, given the starting point for the outlook, the forecasts will trace out a path for the economy to preserve or reestablish maximum employment and price stability that will reflect FOMC participants' views of the relative variation in output and inflation that is possible in the short run.",2004,2,2
"In the 1988-90 period, the behavior of crude oil prices, unemployment, and the exchange rate were not especially surprising or anomalous.",2022,2,1
"The corresponding depreciation in other countries currencies will result in a gradual increase in the foreign currency price of U.S. exports, compared to the prices of foreign produced goods.",2004,0,1
"During the first stage, the inflation rate would exceed the long-term desired inflation rate, as the price-level gap was eliminated and the effects of previous deflation undone.",2000,1,2
"While I will carefully monitor inflation expectations, it will be important to see a sustained improvement in actual inflation to meet our average inflation goal.",1999,0,1
The first lesson is that central banks can and should take responsibility for delivering low and stable inflation.,2004,2,0
"It also requires that policy tighten or ease systematically to bring aggregate demand in line with the economy's productive potential, not only because output stabilization is a policy objective in its own right",2020,1,0
"Historically, recessions often occurred when the Fed tightened to control inflation.",2007,2,0
"In the modal outlook, monetary policy tightening to temper demand, in combination with improvements in supply, is expected to reduce demandâ€“supply imbalances and reduce inflation over time.10 The real yield curve is now in solidly positive territory at all",2000,1,0
"In some models, these factors can be explicitly tied to observable economic variables, such as inflation; in other models, the factors represent statistical summaries of the data and have no explicit economic interpretations.",2021,2,2
"Their trade accounts tend to be in surplus, in some cases substantially, an indication that they are supplying more goods into the global economy than they are demanding.",1999,0,2
"Policy tightening started last year, as emerging markets including Mexico and Brazil increased rates substantially amid expectations of accelerating inflation.",2002,1,0
"We also expect it will be appropriate to maintain the current target range for the federal funds rate at 0 to 1/4 percent until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment, until inflation has risen to 2 percent, and until inflation is on track to moderately exceed 2 percent for some time.",2019,0,1
"Looking beyond this spring, my views on the appropriate pace of interest rate increases and balance sheet reduction for this year and beyond will depend on how the economy evolves.",2021,2,1
"In recent years, aggressive cost-cutting in the United States has been linked to greater emphasis on maximization of shareholder value and less on growth and diversification, which was more prominent in the 1970s and 1980s.",2005,2,1
"When anticipations of Fed tapering led to higher U.S. interest rates and higher market volatility, these trades may have been quickly unwound, engendering particularly sharp declines in EME exchange rates and asset prices.",2007,2,0
"The Chairman testifies frequently before the Congress, with the one-year record being twenty-five appearances in 1995, although only seven were directly about monetary policy.",2005,2,2
"By fostering increased interactions among central banks, academics, and the public in many different countries, globalization has helped spread a common culture that stresses the benefits of achieving price stability.",2013,1,1
"Again, the FOMC has done just that through its commitment to adjust policy as required to keep inflation at bay.",2007,1,2
"The current global environment highlights the importance of having strong analytic and empirical foundations to understand financial stability considerations for monetary policy, and the research presented today will help strengthen those foundations.1 The global environment of high inflation and rising interest rates highlights the importance of paying attention to financial stability considerations for monetary policy.",2004,1,0
Proponents of this strategy sometimes describe this approach as reducing inflation cycle-to-cycle or describe the economy as being one recession from price stability.,2000,1,2
"With respect to inflation, the netting of the crosscurrents suggests a modest increase in inflation in 1998, albeit from a steadily downward-revised and very low rate in 1997.",2005,1,0
"In addition, at every policy meeting, each member of the MPC is operating with the same information from the staff, and before the quarterly meetings that precede an Inflation Report, the members have sat through a number of discussions covering all aspects of the forecast.",2000,2,2
"Vice Chair Richard H. Clarida At the 2020 U.S. Monetary Policy Forum, sponsored by the Initiative on Global Markets at the University of Chicago Booth School of Business, New York, New York Share Thank you to the conference organizers for inviting me here to discuss what former Chair Bernanke has famously referred to as a ""hall of mirrors"" problem: a situation in which a central bank's reaction function and financial market prices interact in economically suboptimal and potentially destabilizing ways.1 In my remarks today, I will lay out the way I think about the interplay between financial markets and monetary policy, with a focus on how I myself seek to integrate noisy but often correlated signals about the economy that I glean from models, surveys, and financial markets.2 Three Observations I begin with three unobjectionable observations.",2019,2,2
"Stimulus checks put money in people's pockets, and when they spend it, there will be upward pressure on prices.",2006,1,1
The evidence suggests that new technology often results in more growth in employment in innovating industries.,2013,2,2
"And as reserves reach durably ample levels, we intend to slow the pace of purchases such that our balance sheet grows in line with trend demand for our liabilities.",1998,1,1
"Furthermore, in the latest report, FOMC participants indicated that the current degree of uncertainty about GDP growth is even higher than the typical level of uncertainty over the past two decades.",1998,2,0
"Last year was the fifth consecutive year that inflation, measured by the chain GDP price index, was 2.6% or lower and the 5-year compound annual inflation rate is now 2.5%, the lowest since 1967.",1998,0,0
The rapid pace of investment also helped to hold down inflationary pressures by increasing the growth of productive capacity.,2007,1,0
"Information on the price expectations of businesses--who are, after all, the price setters in the first instance--as well as information on nominal wage expectations is particularly scarce.",1998,2,2
also how far it will fall and if it will fall soon enough to avoid spurring a concerning rise in longer-term inflation expectations.,1998,1,0
"Indeed, the discrepancy between actual and predicted money growth was sufficiently large that the P* model, if not subjected to judgmental adjustments, would have predicted deflation for 1991 and 1992.",2021,2,2
"But, as a consequence of low interest rates, the servicing requirement for that debt relative to homeowners' income is roughly in line with the historical average.",2004,0,0
"Further evidence that firms still have not fully adapted their operations to the latest state of technology also is provided in a recent study4 that attempts to measure the ""technological gap""--that is, the difference between the productivity of leading-edge capital and the average productivity embodied in the current capital stock.",2021,2,2
"Given recent developments, the medium-term outlook for inflation will receive particular scrutiny.",1998,2,2
"Although we are hearing some reports of large retailers planning markdowns due to excess inventories, we do not have hard data at an aggregate level suggesting that businesses are reducing margins in response to more price sensitivity among customers.",1997,2,2
"Nevertheless, the role of this consideration in inflation dynamics should not be overlooked or underestimated.",1999,2,2
"In practice, the Fed operates through a committee structure and considers the recommendations of a variety of monetary rules as we make monetary policy decisions.",2005,2,2
"First, we must be mindful that an unexpected slowdown might occur in the growth of productivity.",1999,1,1
I think it would be naive to assume that circumstances would not arise in which the central bank faced short-term choices between inflation stability and economic or financial stability.,2001,2,1
"Indeed, stock prices did not collapse in 1929 but only began to plummet when the depth of the general economic decline became apparent.",2005,0,1
"As a result, consistent with the policy implication of Bill's 1970 model, the Federal Reserve (like most other central banks) today uses the overnight interbank rate as the principal operating target of monetary policy.",2004,2,2
"Although inflation is ultimately a monetary phenomenon, it seems natural to expect, as others have argued, that these developments would have exerted some downward pressure on inflation in the United States.",2006,0,0
"This week, the Federal Open Market Committee (FOMC) took another significant step toward achieving our inflation objective by raising the Federal Funds rate target by 75 basis points.",2004,1,2
"At this point, for me, it comes down to what the incoming data and other economic information will tell us about the outlook for inflation.",2022,2,2
The simplest answer is that interest rates should vary to imitate qualitatively the way they would behave if the Fed were implementing a money supply target.,2017,2,2
"Moreover, theory and intuition tell us that monetary credibility will be greatest when the central bank does what it is supposed to do: offset economic shocks to keep price pressures from building and thereby keep inflation itself low and stable.",2006,1,0
also because such actions help to head off undesirable changes in inflation down the road.,2020,2,2
"The slowing economy, together with rising interest rates, was in turn a major factor in precipitating the stock market crash.",2001,2,0
"By reducing our scope to support the economy by cutting interest rates, the lower bound increases downward risks to employment and inflation.22 To counter these risks, we are prepared to use our full range of tools to support the economy.",2013,0,0
"Here is where unit labor costs, or specifically the relationship between productivity growth and wage increases, would come into play.",1999,2,0
"Changes in the deficit resulting from changes in economic conditions, health prices, demographics, and other technical or economic factors were allowed to show through to the deficit without sanction.",2007,2,0
"Of course, the basic problem in tackling the inflation of the 1970s is that we have one observation and many competing theories.",2002,1,2
"Countries differ in this regard, both in formal mandate and in actual practice.12 As an extensive academic literature shows, however, the general approach of inflation targeting is fully consistent with any set of relative social weights on inflation and unemployment",2020,2,2
"About two years after the onset of the financial crisis, the ECI moved up slightly in 2010 and then remained essentially flat at an annual growth rate of 2 percent over a five-year period between 2010 and 2015.",2004,2,2
"Because inflation normally responds slowly to such shocks, inflation targeters could respond in any of three ways.",2007,1,0
"But before I return to the prospects for 1998 and the challenges for monetary policy, I will offer a retrospective on 1997.",2021,2,2
"first, please allow me to offer a few remarks on the economic outlook, Federal Reserve monetary policy, and some of the initiatives we have announced to support the flow of credit to households and firms during these challenging times.",2020,0,0
"Although personally I have no doubt that quantification of the price stability objective is fully consistent with the current dual mandate, I also appreciate the delicate issues of communication raised by such a change.",2004,1,1
"More recently, with inflation under control, overheating has shown up in the form of financial excess.",2002,1,2
"Finally, while my assessment of maximum employment incorporates a wide range of indicators to assess the state of the labor marketâ€”including indicators of labor compensation, productivity, and price-cost markupsâ€”the employment data I look at, such as the Kansas City Fed's Labor Market Conditions Indicators, are historically highly correlated with the unemployment rate.8 My expectation today is that the labor market by the end of 2022 will have reached my assessment of maximum employment if the unemployment rate has declined by then to the SEP median of modal projections of 3.8 percent.",2006,1,0
"The result could be cross-border spillovers from the increase in U.S. domestic demand, reducing the effect on U.S. real activity and inflation and potentially contributing to external imbalances.",2020,2,0
"A considerable literature suggests that successful monetary policies should stabilize, or ""anchor,"" inflation expectations so as to prevent them from becoming a source of instability in their own right (Goodfriend, 1993; Evans and Honkapohja, 2003).",1997,1,0
"However, in the past two decades, what constitutes money has been obscured by the introduction of technologies that have facilitated the proliferation of financial products and have altered the empirical relationship between economic activity and what we define as money, and in doing so has inhibited the keying of monetary policy to the control of the measured money stock.1 Another example of ongoing structural change relates to innovations in mortgage finance.",2005,2,2
"To be sure, our main tool, monetary policy, is a blunt instrument that cannot be targeted at individual industries or regions.",2022,2,2
"That should gradually return the economy to full utilization of its resources, while inflation remains subdued.",2007,0,0
His conclusion is that only by far-reaching decentralization in a market system with competition and free price-fixing is it possible to make full use of knowledge and information.,2021,2,2
"This effort culminated in 1943 with the publication of Banking and Monetary Statistics, which included annual figures on demand and time deposits from 1892 and on currency from 1860.",2003,2,2
"From a policy perspective, a difficulty with all these measures is that they reflect expectations of headline inflation rather than the core inflation measures usually emphasized in the monetary policy context.",2021,2,2
The Federal Reserve and ECB Framework Reviews The monetary policy framework reviews conducted by the Federal Reserve and the ECB provide another example of monetary policy correlation.,2007,2,2
"In particular, the unemployment rates in the metropolitan areas of South Dakota have consistently been lower than in rural areas, and this relative abundance of job opportunities has tended to encourage migration to areas such as Sioux Falls.",2021,2,0
"While the current episode has not yet concluded, it appears that, responding vigorously in a relatively flexible economy to the aftermath of bubbles, as traumatic as that may be, is less inhibiting to long-term growth than chronic high-inflation monetary policy.",2017,1,0
"There is, in fact, an unusual discrepancy between the unemployment and capacity utilization rates, compared to previous expansions",2005,2,2
"With respect to the new framework itself, the statement now notes that the neutral level of the federal funds rate has declined relative to its historical average and therefore that the policy rate is more likely than in the past to be constrained by its ELB, and, moreover, that this binding ELB constraint is likely to impart downside risks to inflation and employment that the Committee needs to consider in implementing its monetary policy strategy.",2005,1,0
"While recognizing the value of smoothing, I still feel that in the interest rate targeting regime the Fed now uses, we should at times be ready to change interest rates quite quickly in response to economic conditions.",2019,2,2
"For example, wages and prices that are set for some period in the future will of necessity embody the inflation expectations of the parties to the negotiation",2004,2,2
"I believe the current move can be justified in a forward-looking variant of the Taylor Rule, where today's policy depends on the forecast of future output gaps and inflation.",2003,2,2
"And, in my judgment, we may have to rely more on measures other than apparent excess demand to get reliable indications of pending changes in inflationary pressures.",2000,2,2
The Committee took these actions to provide a somewhat more accommodative policy in response to muted inflation pressures and the risks to the outlook I mentioned earlier.,2005,0,2
"The changes to the policy statement that we made over the past few FOMC meetings bring our policy guidance in line with the new framework outlined in the revised Statement on Longer-Run Goals and Monetary Policy Strategy that the Committee approved last August.4 In our new framework, we acknowledge that policy decisions going forward will be based on the FOMC's estimates of ""shortfalls [emphasis added] of employment from its maximum level""â€”not ""deviations.""",2005,0,0
"Some evidence exists that quantitative easing can stimulate the economy even when interest rates are near zero; see, for example, Christina Romer's (1992) discussion of the effects of increases in the money supply during the Great Depression in the United States.",2017,0,1
"We said that we would ""aim to achieve inflation moderately above 2 percent for some time"" to ensure that it averages 2 percent over time and that inflation expectations stay anchored.",2003,0,0
But the advent of the war has led to a significant hit to real incomes from large price increases in energy and other commodities in some of the most severely affected economies.,1997,1,1
"In hindsight, the paths of inflation, real output, stock prices and exchange rates may have seemed preordained, but no such insight existed as we experienced it at the time.",1999,2,2
The dominant force of late appears to have been a significant increase in the structural rate of productivity growth.,2004,0,0
"During the past several years, workers across the wage distribution--not just at the upper end--have seen noticeable increases in the inflation-adjusted value of their wages.",2000,1,1
"Indeed, I would argue that over the past eight years, the framework served us well and supported the Federal Reserve's efforts after the Global Financial Crisis (GFC) first to achieve and then, for several years, to sustainâ€”until cut short this spring by the COVID-19 pandemicâ€”the operation of the economy at or close to both our statutorily assigned goals of maximum employment and price stability in what became the longest economic expansion in U.S. history.",2006,1,0
And it may generally take longer still for a policy change to alter the course of inflation.,1998,2,2
"But in the shorter run, we must also develop strategies to overcome the education deficiencies of all too many of our young people, and to renew the skills of workers who have not kept up with the changing demands of the workplace.",1998,2,2
"There are, however, some problems with this story as the principal explanation for the favorable inflation performance.",2004,2,2
"Any of these factors might imply that the equilibrium rate relevant for policy returns more quickly to, or even moves above, its long-run level as fewer forces weigh on aggregate demand.",2022,2,2
"No matter the near-term path of reducing accommodation, the FOMC must respond decisively to the data so as to maintain our credibility that we will bring down inflation.",1999,1,2
Many of our critics tend to focus only on the inflation aspect of our mandate and ignore the employment leg of our mandate.,2021,0,2
"In 1951, the Treasury-Federal Reserve Accord freed the Fed from the obligation to support Treasury bond prices.",2022,2,2
"As its name implies, this rule does not prescribe a particular level of the federal funds rate at a given time but rather how the existing rate should change from quarter to quarter based on two gaps--the difference between inflation and its desired level as well as the difference between the unemployment rate and its longer-run normal level.20 In contrast to the other two rules, the change rule does not take a stand on the value of the longer-run neutral level of the real federal funds rate, thus avoiding a potential source of error.",2022,2,2
Another factor that has contributed to the swing toward current-account surplus among the non-industrialized nations in the past few years is the sharp rise in oil prices.,2006,1,1
Theory also teaches that the increase in the rate of return on capital--even if generated by a rise in the growth rate of technical change--ultimately requires an increase in real market interest rates.,2004,1,0
"And, by the end of this year, I support having the policy rate at a level above neutral so that it is reducing demand for products and labor, bringing it more in line with supply and thus helping rein in inflation.",2000,1,2
"The dual mandate seems proper and fitting, given that economic costs are incurred both by having inflation stray from its long-run goal and by having output deviate from the economy's potential to produce",2004,2,2
"Certainly, if we are to remain preeminent in transforming knowledge into economic value, the U.S. system of higher education must remain the world's leader in generating scientific and technological breakthroughs and in preparing workers to meet the evolving demands for skilled labor.",2007,2,0
"This was also an era when the principal mortgage lenders, savings and loans, were sometimes constrained from satisfying mortgage demands by binding Regulation Q ceilings that eroded their deposit base when interest rates rose.",2004,2,2
But the cumulative force of recent developments appears likely to yield a slowing in the pace of growth next year.,2006,0,1
"To date, the spillover from the surge in oil prices has been modest.",2021,1,2
