sentence,year,label,pred_label
"Well, that’s—what’s happening there is the fact that the relationship between resource utilization, or unemployment, and inflation has just gotten weaker and weaker over the years.",2020,0,2
"I don’t think we look at—I understand what you’re asking, but we’re looking at—our mandate is price inflation and maximum employment, and that’s what we’re looking at with setting interest rates.",2019,0,2
"We heard anecdotes today in the meeting about firms that might be government contractors that were, you know, not sure about whether the contracts would still be in place come January and making employment decisions based on that.",2019,2,2
"The Federal Reserve’s enhanced guidance about its policy intentions and its substantial and still-increasing holdings of longer-term securities will ensure that monetary policy remains highly accommodative, consistent with the pursuit of its mandated objectives of maximum employment and price stability.",2020,0,0
"You know, stimulating aggregate demand is one thing, but where there’s a part of the economy that kind of will be resistant to that, you also need fiscal policy.",2014,0,2
These base effects will contribute about 1 percentage point to headline inflation and about 0.7 percentage point to core inflation in April and May.,2022,2,2
So let me start with the question pertaining to exchange rates.,2019,2,2
"The changes—the financial market changes that you described, particularly the increase in stock prices, the increase in longer-term rates, and the strengthening of the dollar, suggest that many market participants anticipate expansionary fiscal policies that would raise interest rates somewhat in the United States relative to abroad and would cause a strengthening in the dollar.",2012,0,1
"As you said, falling oil prices pull down inflation.",2017,0,0
"But, really, it isn’t monetary policy.",2022,2,2
"So, you know, I can’t—all I can tell you is, we’ll be looking at weak global growth.",2014,0,2
"And, as I went into detail in Jackson Hole and won’t repeat all of that there, there are other ways in which we see underutilization—high levels that have come down only very marginally of part-time employment for economic—or involuntary part-time employment, perhaps some remaining shortfall of labor force participation as a result of cyclical factors.",2015,2,0
"Now, members of the Committee have different views about why this is likely to be true, that the funds rate—when the labor market is normalized and inflation is back to our objective—they maybe have slightly different views on exactly why it’s likely to be the case that interest rates will be a little lower than they would in the longer run.",2014,0,0
it does have a bearing on the inflation outlook.,2021,2,2
"In addition, the May 1, 2019 trimmed mean measures of inflation did not go down as much.",2022,1,2
"And that is a statement about productivity growth, which has been pretty disappointing.",2020,1,2
"I mean certain parts of South Carolina have developed pretty strongly but the part where I come from—mostly agricultural, it has a little bit of manufacturing—has a very high unemployment rate, a high foreclosure rate, and people are having a hard time there.",2019,0,0
I did indicate that I do have concerns about the scope for monetary policy.,2013,2,2
and inflation rises slowly towards 2 percent.,2018,0,0
"These are, you know, this is—this is the economy at nearly full employment or in the range—in the neighborhood of full employment.",2022,1,2
"You’ll never get inflation to 2 percent.” Some of our critics now who say inflation’s too tight—too high were the same ones who were saying, “You’ll never get to 2 percent.” Well, but anyway, that’s what happened.",2014,2,1
"And as I mentioned, I think at the last press conference, estimates by the—by members of the Committee have moved down by a full percentage point since maybe 2012 as we’ve learned—as unemployment has dropped and inflation hasn’t really reacted.",2013,2,0
"growth in the far larger part of the services economy, which has led to low unemployment, good job creation, rising wages, that’s kind of the two big pieces of it that you see.",2014,1,0
"Growth in household spending moderated toward the end of last year,",2013,2,2
"We also said we wouldn’t raise rates just in response to very low unemployment, in the absence of inflation.",2020,0,0
"There should be able to be an adjustment that would have lower than—perhaps lower-than-expected increases in unemployment—lower than would be expected in the ordinary course of events because the level—the ratio of, of vacancies to unemployed is just out of keeping with historical experience.",2015,2,0
"But I do think that—and I do think also that unemployment insurance benefits will run out in September, so to the extent that’s a factor, which is not clear, it will no longer be a factor fairly soon.",2011,2,2
"So the FOMC will always, in some sense, trump the projections of forward interest rates, but clearly, because the participants and the people around the table are the same, the projections should give significant information about where the FOMC is likely to go.",2013,2,2
"What they have had is low unemployment, lots of social problems.",2017,2,0
"However, at 7.7 percent, the unemployment rate remains elevated.",2013,0,2
"In coming months, as those earlier declines drop out of the calculation, inflation should move up closer to 2 percent and stabilize around that level over the medium term.",2022,2,0
It would consist of inflation plus—plus productivity growth.,2020,2,2
"With unemployment still elevated and inflation below the Committee’s longer-run objective, the Committee is continuing its highly accommodative policies.",2019,0,0
We have long said that the size of the balance sheet will be considered normalized when the balance sheet is once again at the smallest level consistent with conducting monetary policy efficiently and effectively.,2020,2,2
"So that’s the kind of thinking we’ll be doing, and, again, we’re looking—ultimately, we’re not going to declare victory until we see a series of these, really see convincing evidence, compelling evidence, that inflation is coming down.",2013,1,2
"The U.S. economy is in a good place, and we will continue to use our monetary policy tools to help keep it there.",2020,1,2
"Also, the Committee will pay close attention to measures of inflation expectations to ensure that those expectations remain well anchored.",2018,1,0
"I would note, by the way, that at the current moment, it doesn’t really matter whether we have one mandate or two, because we’re below our inflation target and we—unemployment is above where we’d like it to be.",2016,0,0
And I’ll discuss the thinking behind today’s interest rate reduction and then turn to the path forward.,2019,0,2
"And it’s natural that if it can be employed that, just as monetary policy is doing a lot to try to June 15, 2016 stimulate growth, that fiscal policy should play a role.",2020,0,2
